timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673285091203,371,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,3233,171,5,5,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false%20,371,0,167
1673285086575,638,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,3245,171,5,5,null,0,11612,156
1673285098185,638,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,3245,171,5,5,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false%20,638,0,156
1673285087583,344,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,3225,171,5,5,null,0,17606,151
1673285105187,344,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,3225,171,5,5,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false%20,344,0,151
1673285088568,356,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,3220,171,5,5,null,0,23620,160
1673285112186,356,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,3220,171,5,5,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false%20,356,0,160
1673285089591,362,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,3220,171,5,5,null,0,29598,158
1673285119185,362,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,3220,171,5,5,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false%20,362,0,158
1673285091577,416,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1942,171,5,5,null,0,29625,230
1673285121201,416,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1942,171,5,5,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false%20,416,0,230
1673285121619,0,TC1_CategoryDetails,,,jp@gc - Ultimate Thread Group 1-5,,true,,0,0,5,5,null,0,0,0
1673285098826,359,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,3233,171,4,4,null,0,29362,156
1673285128186,359,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,3233,171,4,4,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false%20,359,0,156
1673285128547,0,TC1_CategoryDetails,,,jp@gc - Ultimate Thread Group 1-4,,true,,0,0,4,4,null,0,0,0
1673285105534,367,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,3229,171,3,3,null,0,29654,167
1673285135186,367,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,3229,171,3,3,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false%20,367,0,167
1673285135555,0,TC1_CategoryDetails,,,jp@gc - Ultimate Thread Group 1-3,,true,,0,0,3,3,null,0,0,0
1673285112545,357,TC1_CategoryDetails,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,3245,171,2,2,null,0,29641,146
1673285142185,357,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,3245,171,2,2,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false%20,356,0,146
1673285142543,0,TC1_CategoryDetails,,,jp@gc - Ultimate Thread Group 1-2,,true,,0,0,2,2,null,0,0,0
1673285119550,29983,TC1_CategoryDetails,200,,jp@gc - Ultimate Thread Group 1-1,,false,,786,171,1,1,null,0,0,0
1673285149185,349,GET /v1/Categories/CategoryID/Details.json?catalogue=false ,200,OK,jp@gc - Ultimate Thread Group 1-1,text,false,"Test failed: text expected to contain /""CanRelist"":true/",786,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false%20,349,0,156
